EpLenMean,InitialReturnMean,InitialReturnStd,OptimizationReturnMin,InitialReturnMax,InitialReturnMin,ReturnStepMaxmin,Weights,OptimizationReturnMax,ESSRenyiHarmonic,EmpiricalD2Harmonic,StdWReturnMean,MeanD2-0,MeanEntropy,Epsilon,Inner Iteration,EpThisIter,InitialBound,ReturnMeanIW,Iteration,WReturnMean,ReturnStepMax,MinTargetPdf,VarianceInitializer,MeanIW,EpisodesSoFar,TimeElapsed,MinBehavPdf,LearnableVariance,ESSRenyiArithmetic,OptimizationReturnMean,MinIW,Bound,TimestepsSoFar,Penalization,MaxIW,DivergenceHarmonic,StdIW,EmpiricalD2Arithmetic,EpRewMean
93.65,-63.975807,9.762605,,-49.999718,-89.18871,0.85740685,[0.134 2.628],39.188995,100.0,1.0,,1.0,0.4189424,2.0,1,100,-782.1901,91265450.0,137,730.9991,0.85740685,-62.80459,-1.0,1034336.8,13700,1568.8856973648071,-62.80459,,100.0,25.212906,0.11444382,-2119444100000000.0,1912108,True,72487360.0,1.7140751e+27,7368493.0,1.0,-63.97580663368106
92.59,-63.56787,10.640748,,-50.146507,-97.906654,0.8610543,[0.08  2.515],47.760147,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1368.4094,1303413400.0,138,1292.3778,0.8610543,-70.84544,-1.0,1838856.8,13800,1575.731427192688,-70.84544,,100.0,34.338787,0.38499644,-7.387795e+17,1921367,True,58649676.0,9.440817e+31,7371866.0,1.0,-63.567867476344105
93.74,-64.45639,10.543955,,-49.59442,-99.771736,0.86456513,[0.087 2.64 ],50.177315,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1442.2714,5853625000.0,139,1358.3486,0.86456513,-61.730766,-1.0,12392193.0,13900,1583.0620148181915,-61.730766,,100.0,35.315342,0.6610605,-1.2812647e+19,1930741,True,646659650.0,2.3307227e+34,74250830.0,1.0,-64.45639129877091
91.31,-62.4821,9.670562,,-49.836945,-87.962715,0.85806084,[0.069 2.764],38.12577,100.0,1.0,,1.0,0.4189424,2.0,1,100,-791.23224,746103300.0,140,742.7816,0.85806084,-65.05415,-1.0,1773135.0,14000,1591.4049155712128,-65.05415,,100.0,25.480618,0.06904713,-2.4483682e+16,1939872,True,99543690.0,2.5534151e+29,12063887.0,1.0,-62.48209661543369
91.95,-62.62057,10.045074,,-40.22476,-88.96328,0.86946243,[0.094 2.886],48.73852,100.0,1.0,,1.0,0.4189424,2.0,1,100,-874.0204,4091134000.0,141,794.84174,0.86946243,-66.48354,-1.0,8987881.0,14100,1600.2599217891693,-66.48354,,100.0,26.342707,0.037087347,-3.343424e+19,1949067,True,400754980.0,1.7829371e+35,54521004.0,1.0,-62.620571331083774
91.25,-62.58507,9.000866,,-49.290348,-86.59954,0.856729,[0.114 3.009],37.309193,100.0,1.0,,1.0,0.4189424,2.0,1,100,-704.10767,235923520.0,142,657.7104,0.856729,-67.24829,-1.0,534885.5,14200,1607.555802822113,-67.24829,,100.0,24.014473,0.47217196,-5.511088e+17,1958192,True,15666686.0,1.4107621e+32,2322909.0,1.0,-62.585069144517185
89.77,-61.48293,8.8775,,-39.90116,-86.41838,0.8518171,[0.099 2.885],46.51722,100.0,1.0,,1.0,0.4189424,2.0,1,100,-772.7118,987587260.0,143,700.5868,0.8518171,-55.632156,-1.0,2198637.2,14300,1615.7972915172577,-55.632156,,100.0,24.935452,0.04769728,-5923512000000000.0,1967169,True,105404130.0,6.74444e+27,12212838.0,1.0,-61.48292749688029
91.48,-62.651943,10.262137,,-39.89156,-95.15078,0.85408264,[0.065 3.006],55.25922,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1263.2681,399576560000.0,144,1161.4861,0.85408264,-63.444523,-1.0,690943940.0,14400,1623.7593395709991,-63.444523,,100.0,32.498837,1.1344373,-3.6087415e+16,1976317,True,68201480000.0,1.25697165e+29,6785457700.0,1.0,-62.651940129250285
90.87,-62.38485,9.646729,,-50.175636,-98.31789,0.8581312,[0.097 3.127],48.14225,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1461.4956,29883710000.0,145,1384.2428,0.8581312,-57.82385,-1.0,20412532.0,14500,1631.6870748996735,-57.82385,,100.0,35.93304,0.32705525,-5989501000000000.0,1985404,True,1855420700.0,6.0105454e+27,184733230.0,1.0,-62.384843882322315
91.26,-62.944366,11.189499,,-50.31656,-94.38958,0.86670655,[0.131 3.247],44.07302,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1178.7504,679316860.0,146,1114.0061,0.86670655,-59.914597,-1.0,1351508.6,14600,1640.7991316318512,-59.914597,,100.0,31.44521,0.20010722,-8.13134e+18,1994530,True,61738800.0,1.5771589e+34,6665494.0,1.0,-62.944369091391565
88.89,-60.982742,9.0846615,,-50.117218,-85.840836,0.8567565,[0.148 3.371],35.723618,100.0,1.0,,1.0,0.4189424,2.0,1,100,-742.99316,1217266700.0,147,700.4557,0.8567565,-58.006702,-1.0,2038688.4,14700,1648.6642615795135,-58.006702,,100.0,24.858088,0.28319716,-4365931000000000.0,2003419,True,185736700.0,1.0533536e+28,18505660.0,1.0,-60.9827461989224
89.41,-61.39523,9.279933,,-41.77114,-94.09013,0.86081153,[0.111 3.251],52.318993,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1246.3121,109800870000.0,148,1155.074,0.86081153,-65.722,-1.0,261463230.0,14800,1657.0120799541473,-65.722,,100.0,32.694904,0.05434145,-3.8034275e+17,2012360,True,22909213000.0,1.7376211e+31,2284662800.0,1.0,-61.39522824406624
91.61,-62.67145,8.704082,,-41.057793,-84.47824,0.85734695,[0.134 3.374],43.42045,100.0,1.0,,1.0,0.4189424,2.0,1,100,-614.13745,592487600.0,149,551.29724,0.85734695,-65.67226,-1.0,2001513.1,14900,1666.0006318092346,-65.67226,,100.0,21.806791,0.09263843,-1.2179521e+18,2021521,True,145999000.0,3.7560014e+32,14798123.0,1.0,-62.671448276788
89.87,-61.38076,9.528209,,-39.74799,-90.39226,0.86280566,[0.138 3.249],50.644268,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1017.94446,1493079900.0,150,932.4537,0.86280566,-62.870106,-1.0,2093533.5,15000,1674.3632900714874,-62.870106,,100.0,29.0115,0.21423866,-5.5220003e+18,2030508,True,162658830.0,4.1717103e+33,16490850.0,1.0,-61.38076004222035
91.16,-62.07855,8.941916,,-41.00856,-90.31798,0.8697152,[0.162 3.372],49.309418,100.0,1.0,,1.0,0.4189424,2.0,1,100,-958.46674,2499278800.0,151,877.4229,0.8697152,-63.029392,-1.0,46587588.0,15100,1682.8990247249603,-63.029392,,100.0,28.239426,0.16100058,-9.1649405e+16,2039624,True,4559672300.0,1.2787401e+30,453599040.0,1.0,-62.07855286359787
87.29,-59.812626,9.067484,,-40.55375,-87.528984,0.859067,[0.16  3.497],46.975235,100.0,1.0,,1.0,0.4189424,2.0,1,100,-923.9681,19409492.0,152,850.4158,0.859067,-64.328186,-1.0,26564.375,15200,1691.4721608161926,-64.328186,,100.0,27.71636,0.44557586,-537328000000.0,2048353,True,1702568.8,5.335981e+19,180630.66,1.0,-59.81262509673834
91.04,-61.94326,9.089651,,-49.812572,-86.49311,0.86434066,[0.084 3.398],36.68054,100.0,1.0,,1.0,0.4189424,2.0,1,100,-730.163,2136803300.0,153,685.3171,0.86434066,-63.37494,-1.0,9606780.0,15300,1699.6328666210175,-63.37494,,100.0,24.549856,0.0014894307,-1.0159362e+17,2057457,True,771827460.0,5.1313606e+30,77511500.0,1.0,-61.943254879415036
88.47,-60.909946,8.072174,,-49.480843,-83.93659,0.85986626,[0.043 3.28 ],34.45575,100.0,1.0,,1.0,0.4189424,2.0,1,100,-634.95807,725165900.0,154,595.3863,0.85986626,-57.651386,-1.0,13074783.0,15400,1706.5341458320618,-57.651386,,100.0,23.026646,0.82062185,-5.2423946e+16,2066304,True,1211580700.0,1.7549107e+30,120665464.0,1.0,-60.9099474337697
90.55,-62.365147,9.476653,,-40.98524,-83.60331,0.8589444,[0.035 3.404],42.61807,100.0,1.0,,1.0,0.4189424,2.0,1,100,-601.4061,1521849900.0,155,540.8666,0.8589444,-67.764366,-1.0,9657738.0,15500,1713.8623666763306,-67.764366,,100.0,21.238167,0.03355116,-5.386077e+17,2075359,True,653748350.0,7.9143006e+31,69607480.0,1.0,-62.36514407038689
92.8,-63.275265,10.102987,,-39.635735,-97.44847,0.86297244,[0.018 3.281],57.812737,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1381.2821,7477701600.0,156,1269.8783,0.86297244,-76.924164,-1.0,11907405.0,15600,1721.132056236267,-76.924164,,100.0,34.173206,1.2131244,-5057870500000000.0,2084639,True,550620500.0,2.0610212e+27,63794890.0,1.0,-63.27526485845446
90.93,-62.147724,7.288963,,-50.053337,-80.50037,0.8632601,[0.055 3.161],30.44703,100.0,1.0,,1.0,0.4189424,2.0,1,100,-420.84775,16559156.0,157,389.9485,0.8632601,-58.17736,-1.0,113354.81,15700,1729.2895951271057,-58.17736,,100.0,18.352644,0.40889588,-17792200000000.0,2093732,True,2733909.8,3.3152878e+23,414677.2,1.0,-62.147722273916
90.39,-62.068623,10.175986,,-40.64646,-101.092285,0.8664025,[0.114 3.051],60.445824,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1748.1802,2915535.2,158,1626.397,0.8664025,-60.12867,-1.0,2914.6555,15800,1736.5729806423187,-60.12867,,100.0,39.023663,0.067930505,-76003420000.0,2102771,True,49816.477,3.8941283e+17,9063.725,1.0,-62.06862164199352
93.32,-64.06331,9.232356,,-50.465786,-93.7204,0.85526204,[0.351 2.97 ],43.254612,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1027.1423,32497218.0,159,964.7792,0.85526204,-64.78766,-1.0,48399.387,15900,1745.2049984931946,-64.78766,,100.0,29.657085,0.088550776,-3304315600000000.0,2112103,True,1019003.1,2.807216e+27,166289.6,1.0,-64.06331129357218
92.78,-63.763485,10.175243,,-50.316032,-93.38284,0.8626779,[0.29  2.861],43.06681,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1042.6646,5324190700.0,160,980.8417,0.8626779,-64.250595,-1.0,6624620.0,16000,1753.3929228782654,-64.250595,,100.0,29.619352,0.027634038,-5.5976524e+16,2121381,True,300515940.0,8.197539e+29,36006452.0,1.0,-63.76348893806338
91.8,-62.716183,9.266999,,-50.127693,-87.62623,0.86574334,[0.304 2.985],37.498535,100.0,1.0,,1.0,0.4189424,2.0,1,100,-753.2576,11230823.0,161,706.38745,0.86574334,-66.54447,-1.0,31448.068,16100,1761.6559882164001,-66.54447,,100.0,24.910044,0.0016926076,-132663670000000.0,2130561,True,1187533.0,8.0110474e+24,133932.38,1.0,-62.71618521183729
93.18,-63.849766,10.958963,,-40.575806,-97.22005,0.85764384,[0.537 2.895],56.64424,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1340.6226,7147847.0,162,1233.6741,0.85764384,-61.639137,-1.0,9559.986,16200,1770.0274529457092,-61.639137,,100.0,33.370274,0.060111053,-18829253000.0,2139879,True,519408.6,3.0971037e+16,54676.723,1.0,-63.849771894365546
92.62,-62.933685,7.865798,,-50.44313,-85.68933,0.8639759,[0.629 2.978],35.2462,100.0,1.0,,1.0,0.4189424,2.0,1,100,-621.09814,1005472600.0,163,579.6902,0.8639759,-69.5937,-1.0,2802433.5,16300,1778.173420906067,-69.5937,,100.0,22.755644,0.32662758,-1.0311593e+16,2149141,True,97447190.0,6.2007557e+28,13329976.0,1.0,-62.93368607982993
95.69,-65.30087,9.9970455,,-50.882553,-91.030106,0.8585406,[0.668 3.097],40.147552,100.0,1.0,,1.0,0.4189424,2.0,1,100,-815.6592,967490400.0,164,761.9343,0.8585406,-67.59394,-1.0,1973768.6,16400,1786.6234860420227,-67.59394,,100.0,25.729233,0.10700635,-1.2752288e+16,2158710,True,103299990.0,5.6335528e+28,13337106.0,1.0,-65.30087350472807
91.47,-62.868465,11.301255,,-40.46607,-101.79326,0.8651841,[0.626 3.215],61.32719,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1768.2197,341696830.0,165,1642.8578,0.8651841,-65.49211,-1.0,623238.94,16500,1794.9993405342102,-65.49211,,100.0,38.92479,0.013298365,-6301650600000000.0,2167857,True,30850842.0,2.5266133e+27,3637917.8,1.0,-62.868467200249434
91.12,-62.14006,9.482779,,-51.032394,-94.6094,0.859938,[0.572 3.328],43.577003,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1207.4773,22953642000.0,166,1144.181,0.859938,-65.44446,-1.0,42989732.0,16600,1803.0454432964325,-65.44446,,100.0,32.469337,0.011842981,-1.01599436e+17,2176969,True,4099788000.0,2.5762938e+30,407833120.0,1.0,-62.14006079673767
95.01,-64.680954,9.521376,,-41.84368,-92.66845,0.86012185,[0.577 3.453],50.824768,100.0,1.0,,1.0,0.4189424,2.0,1,100,-960.0579,1665341500000.0,167,873.95636,0.86012185,-79.051414,-1.0,5551203300.0,16700,1812.3810844421387,-79.051414,,100.0,27.987495,0.1865048,-5.4961085e+17,2186470,True,554967430000.0,4.0742614e+31,55218414000.0,1.0,-64.68095508471131
88.69,-61.090782,9.02397,,-40.56349,-87.986755,0.8621197,[0.578 3.578],47.423264,100.0,1.0,,1.0,0.4189424,2.0,1,100,-879.786,1646841700000.0,168,804.8255,0.8621197,-58.956966,-1.0,2407845000.0,16800,1819.9520258903503,-58.956966,,100.0,26.895977,1.2769232,-5.100952e+16,2195339,True,239672100000.0,4.6296815e+29,23846025000.0,1.0,-61.090781444460156
87.76,-60.068516,8.349898,,-40.952057,-90.15473,0.8570264,[0.574 3.703],49.202675,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1055.5942,1326640.5,169,974.90106,0.8570264,-57.433735,-1.0,2180.0288,16900,1828.104530096054,-57.433735,,100.0,30.086216,0.100856185,-4930429000.0,2204115,True,63607.45,3730982800000000.0,8465.573,1.0,-60.06851741656661
88.35,-60.400425,8.251178,,-40.549477,-83.91133,0.86271656,[0.49  3.795],43.361855,100.0,1.0,,1.0,0.4189424,2.0,1,100,-683.51587,493500.3,170,620.8447,0.86271656,-55.820915,-1.0,937.0055,17000,1835.6392979621887,-55.820915,,100.0,23.510908,0.098376766,-327440000.0,2212950,True,52657.65,27212248000000.0,5322.101,1.0,-60.400423143059015
88.14,-60.23134,7.543719,,-40.99567,-80.516464,0.85212755,[0.397 3.879],39.520794,100.0,1.0,,1.0,0.4189424,2.0,1,100,-520.45544,99209490.0,171,468.39407,0.85212755,-55.938477,-1.0,508731.38,17100,1844.0137090682983,-55.938477,,100.0,20.285128,0.25967416,-528108570000000.0,2221764,True,11928593.0,1.0289307e+26,1953890.8,1.0,-60.231336966753005
87.5,-59.975906,7.667598,,-40.24019,-86.85917,0.85523725,[0.349 3.764],46.61898,100.0,1.0,,1.0,0.4189424,2.0,1,100,-853.9409,48368500.0,172,781.5016,0.85523725,-55.531776,-1.0,1151247.0,17200,1852.0732502937317,-55.531776,,100.0,26.883257,0.0054954514,-9.807475e+16,2230514,True,107492880.0,1.8327612e+30,10694096.0,1.0,-59.97591157719493
89.31,-61.13548,8.467777,,-50.43383,-87.61663,0.85966265,[0.311 3.883],37.1828,100.0,1.0,,1.0,0.4189424,2.0,1,100,-819.0366,1251503900.0,173,772.95465,0.85966265,-68.660904,-1.0,3953555.2,17300,1860.6815361976624,-68.660904,,100.0,26.48115,0.078039736,-4.741543e+16,2239445,True,156018660.0,1.0585551e+30,18975014.0,1.0,-61.13547750815749
88.84,-60.4739,9.938041,,-40.593758,-92.59581,0.8632579,[0.319 4.008],52.002052,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1220.7144,8658653000.0,174,1130.5817,0.8632579,-74.06737,-1.0,9316897.0,17400,1867.9119913578033,-74.06737,,100.0,32.12191,0.07881039,-5.9964016e+18,2248329,True,861062000.0,4.4252924e+33,85704730.0,1.0,-60.473900851607326
89.52,-61.204014,9.0209875,,-40.568626,-85.643456,0.8568152,[0.318 3.883],45.07483,100.0,1.0,,1.0,0.4189424,2.0,1,100,-746.3849,1335887500.0,175,678.66455,0.8568152,-68.53643,-1.0,6772293.0,17500,1875.4139454364777,-68.53643,,100.0,24.439444,0.24001096,-2.8049263e+17,2257281,True,618357060.0,1.7153355e+31,61531716.0,1.0,-61.20401192337275
89.35,-61.150826,8.953854,,-50.414803,-94.96803,0.86457753,[0.321 4.008],44.55323,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1289.9371,18807398000.0,176,1223.775,0.86457753,-74.69093,-1.0,16486464.0,17600,1882.4140248298645,-74.69093,,100.0,33.81721,0.04425688,-2.1993407e+18,2266216,True,1624177200.0,1.1048689e+33,161581870.0,1.0,-61.150823614895344
88.3,-60.196457,8.107731,,-40.495262,-89.310104,0.86424637,[0.296 3.885],48.814842,100.0,1.0,,1.0,0.4189424,2.0,1,100,-992.7649,2785251800.0,177,913.3399,0.86424637,-64.39975,-1.0,5267618.0,17700,1888.9817135334015,-64.39975,,100.0,29.11365,0.118191116,-7341573000000000.0,2275046,True,349270140.0,8.543047e+27,37205964.0,1.0,-60.19645497009158
91.38,-62.349342,8.442802,,-50.122803,-92.39705,0.85863537,[0.334 4.004],42.274246,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1033.7108,1079901200.0,178,974.14545,0.85863537,-58.276546,-1.0,2464229.0,17800,1896.7933900356293,-58.276546,,100.0,30.047705,0.12941696,-2.3072583e+17,2284184,True,109250650.0,1.5001386e+31,12373676.0,1.0,-62.34934399068356
90.44,-61.518852,8.348655,,-49.832607,-92.90368,0.86155725,[0.347 3.88 ],43.07107,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1116.5403,2652523000.0,179,1054.7072,0.86155725,-62.272396,-1.0,4905773.0,17900,1905.297260761261,-62.272396,,100.0,31.38482,0.68747807,-2437977800000000.0,2293228,True,145352160.0,1.5543839e+27,23015850.0,1.0,-61.51885690957308
88.27,-60.362675,8.484789,,-41.036953,-84.83684,0.86245203,[0.385 3.761],43.799885,100.0,1.0,,1.0,0.4189424,2.0,1,100,-734.91974,717132700.0,180,670.97614,0.86245203,-61.12771,-1.0,2803855.2,18000,1912.8542833328247,-61.12771,,100.0,24.47416,0.041771982,-3.037864e+19,2302055,True,155498160.0,2.2567696e+35,18111932.0,1.0,-60.36267847031355
89.83,-61.39069,8.730589,,-40.17594,-89.1211,0.86336404,[0.411 3.883],48.94516,100.0,1.0,,1.0,0.4189424,2.0,1,100,-925.04645,252765970.0,181,845.1989,0.86336404,-58.637634,-1.0,309748.2,18100,1919.8366107940674,-58.637634,,100.0,27.730413,0.0007226911,-84745620000000.0,2311038,True,29413612.0,1.1262518e+24,2925446.2,1.0,-61.39068886697292
86.73,-59.325138,7.195746,,-50.687286,-87.00579,0.8600699,[0.342 3.779],36.318504,100.0,1.0,,1.0,0.4189424,2.0,1,100,-861.9626,1465458300.0,182,817.9975,0.8600699,-57.864193,-1.0,7145783.0,18200,1926.405869960785,-57.864193,,100.0,27.680656,0.08080191,-2.3816135e+16,2319711,True,697564700.0,2.9340877e+29,69393720.0,1.0,-59.32513553574681
89.9,-61.363842,8.400734,,-50.11604,-94.66882,0.8591033,[0.357 3.655],44.552784,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1245.9562,8652489.0,183,1179.7942,0.8591033,-57.327164,-1.0,13466.103,18300,1934.5099129676819,-57.327164,,100.0,33.304977,0.08297913,-42873614000.0,2328701,True,724635.06,4.1970874e+17,74514.19,1.0,-61.363841808736325
89.31,-60.835953,7.947612,,-41.733418,-88.153595,0.86387604,[0.443 3.746],46.420177,100.0,1.0,,1.0,0.4189424,2.0,1,100,-881.24255,3037102.0,184,809.418,0.86387604,-61.238964,-1.0,13259.86,18400,1942.291885137558,-61.238964,,100.0,27.317642,0.001788241,-11327181000.0,2337632,True,464285.94,2.4855704e+16,63201.977,1.0,-60.83595429047942
89.95,-61.554707,9.668337,,-40.543087,-97.99158,0.85922897,[0.535 3.83 ],57.44849,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1531.1248,82409544.0,185,1421.1223,0.85922897,-62.474205,-1.0,204346.84,18500,1949.8329229354858,-62.474205,,100.0,36.43687,0.095761575,-39828855000000.0,2346627,True,8948497.0,1.3107561e+23,1076742.4,1.0,-61.55470543801785
88.64,-60.7733,10.010473,,-40.62361,-92.778496,0.86283994,[0.602 3.935],52.154884,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1215.2084,2015616.6,186,1124.5419,0.86283994,-71.560394,-1.0,4087.9424,18600,1958.4434049129486,-71.560394,,100.0,32.00519,0.07524157,-210203970.0,2355491,True,310110.44,5272000000000.0,31075.143,1.0,-60.77330303803086
86.95,-59.80463,8.759305,,-40.776466,-84.04024,0.86410266,[0.356 3.893],43.26377,100.0,1.0,,1.0,0.4189424,2.0,1,100,-726.4781,27763842.0,187,664.08997,0.86410266,-59.220665,-1.0,51899.273,18700,1966.19775724411,-59.220665,,100.0,24.235603,0.03324945,-1087290740000.0,2364186,True,4700225.5,3.0367857e+20,467501.62,1.0,-59.80463242590427
87.36,-59.76598,8.473224,,-40.682487,-86.41073,0.8659316,[0.289 3.999],45.72824,100.0,1.0,,1.0,0.4189424,2.0,1,100,-851.4355,29482.65,188,781.7383,0.8659316,-62.92584,-1.0,53.268673,18800,1973.3588213920593,-62.92584,,100.0,26.644753,0.11586355,-4969840.0,2372922,True,921.4379,5023671300.0,138.94553,1.0,-59.76597653478384
89.75,-61.042274,8.72278,,-50.32542,-93.25202,0.86337304,[0.393 3.93 ],42.9266,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1174.9735,4108764700.0,189,1113.5546,0.86337304,-57.035015,-1.0,15146642.0,18900,1982.0940570831299,-57.035015,,100.0,32.209747,0.008862069,-2.1734304e+17,2381897,True,1429585500.0,1.2520682e+31,142188640.0,1.0,-61.04227575391531
89.79,-61.36208,8.038433,,-50.390423,-86.22239,0.86246336,[0.414 3.807],35.831966,100.0,1.0,,1.0,0.4189424,2.0,1,100,-725.4457,2293894100.0,190,682.6513,0.86246336,-75.04766,-1.0,15085996.0,19000,1989.8998754024506,-75.04766,,100.0,24.860308,0.019326067,-8678460300000000.0,2390876,True,1391990900.0,4.111924e+28,138525260.0,1.0,-61.36208108723164
89.7,-60.945473,9.066496,,-40.58,-82.049706,0.8591183,[0.399 3.931],41.469704,100.0,1.0,,1.0,0.4189424,2.0,1,100,-584.9115,1965314000.0,191,527.58984,0.8591183,-71.037094,-1.0,8832190.0,19100,1998.1766035556793,-71.037094,,100.0,21.10423,0.0034319675,-2.1027866e+17,2399846,True,425359970.0,1.3455789e+31,47411348.0,1.0,-60.945475699156525
91.09,-61.884132,8.968343,,-50.534145,-85.70853,0.86794794,[0.401 4.056],35.17438,100.0,1.0,,1.0,0.4189424,2.0,1,100,-689.27313,1589819100.0,192,648.033,0.86794794,-58.88484,-1.0,168785950.0,19200,2005.5005626678467,-58.88484,,100.0,23.824396,0.057085074,-5160289400000000.0,2408955,True,16254734000.0,1.5656134e+28,1617080200.0,1.0,-61.884130156487224
89.55,-60.90832,7.8441153,,-40.71803,-84.497215,0.86227405,[0.359 4.173],43.779186,100.0,1.0,,1.0,0.4189424,2.0,1,100,-681.8478,320760600.0,193,617.96643,0.86227405,-61.184704,-1.0,1479838.1,19300,2013.6924078464508,-61.184704,,100.0,23.588902,0.23418924,-4.7155185e+16,2417910,True,97500740.0,5.4479196e+29,10235552.0,1.0,-60.90831426292658
88.96,-60.74708,8.918833,,-41.88092,-87.82393,0.85506177,[0.318 4.291],45.94301,100.0,1.0,,1.0,0.4189424,2.0,1,100,-883.05505,1618795400.0,194,812.70123,0.85506177,-67.194214,-1.0,2345184.8,19400,2021.8031241893768,-67.194214,,100.0,27.076845,0.014484663,-5.409519e+16,2426806,True,200584260.0,5.911288e+29,20003432.0,1.0,-60.74708156496286
87.26,-59.803173,7.988671,,-50.165512,-91.08873,0.85630274,[0.28 4.41],40.923218,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1098.4235,25809334000.0,195,1042.605,0.85630274,-57.717453,-1.0,31885848.0,19500,2029.933117866516,-57.717453,,100.0,31.285559,0.61191297,-4583920000000000.0,2435532,True,2712835000.0,6.742681e+27,273178500.0,1.0,-59.803171756267545
88.27,-60.226143,8.38524,,-49.243565,-85.6099,0.8676634,[0.238 4.528],36.366337,100.0,1.0,,1.0,0.4189424,2.0,1,100,-758.7267,284607600.0,196,714.6476,0.8676634,-77.292755,-1.0,1004747.25,19600,2037.6981205940247,-77.292755,,100.0,25.38376,0.33056605,-1.1848291e+19,2444359,True,67823360.0,7.2236327e+34,6871299.0,1.0,-60.2261403696239
86.58,-59.39774,8.149988,,-41.043167,-83.38027,0.8557256,[0.214 4.406],42.337105,100.0,1.0,,1.0,0.4189424,2.0,1,100,-701.32684,843955700.0,197,641.5843,0.8557256,-61.609787,-1.0,1204849.5,19700,2046.961196422577,-61.609787,,100.0,23.982534,0.4225392,-7357869000000000.0,2453017,True,60742692.0,1.5165679e+28,6454892.5,1.0,-59.397735935896634
87.85,-59.973454,8.059668,,-41.160706,-83.695145,0.86026585,[0.245 4.284],42.53444,100.0,1.0,,1.0,0.4189424,2.0,1,100,-687.976,568644000.0,198,627.6769,0.86026585,-68.48946,-1.0,1479220.5,19800,2054.659281015396,-68.48946,,100.0,23.721691,1.1040652,-3.8058865e+16,2461802,True,51137596.0,3.9828265e+29,6479391.5,1.0,-59.973453211039306
88.23,-60.22008,8.226159,,-50.375484,-97.70587,0.86556816,[0.236 4.409],47.330387,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1547.5206,270282660.0,199,1472.854,0.86556816,-63.769497,-1.0,422969.28,19900,2063.178450345993,-63.769497,,100.0,37.48579,0.061425842,-1.5496177e+17,2470625,True,40258890.0,4.3065685e+30,4004470.2,1.0,-60.22008291497826
87.06,-59.332306,8.287196,,-40.72248,-84.88512,0.8643512,[0.286 4.294],44.162636,100.0,1.0,,1.0,0.4189424,2.0,1,100,-786.6296,2378721.8,200,721.6238,0.8643512,-70.21352,-1.0,6020.102,20000,2071.5197429656982,-70.21352,,100.0,25.552813,0.048916567,-61952510.0,2479331,True,371564.47,839717200000.0,41835.773,1.0,-59.33230496689677
88.58,-60.5982,8.05291,,-40.77599,-80.35805,0.85941124,[0.18  4.228],39.582058,100.0,1.0,,1.0,0.4189424,2.0,1,100,-507.5215,2914292200.0,201,455.30057,0.85941124,-64.95123,-1.0,9392986.0,20100,2078.2423779964447,-64.95123,,100.0,19.75984,0.5787821,-1.3636475e+17,2488189,True,740969200.0,6.8179415e+30,74423030.0,1.0,-60.5982079897821
90.57,-61.776836,8.755655,,-41.193386,-93.48269,0.8666662,[0.169 4.352],52.289303,100.0,1.0,,1.0,0.4189424,2.0,1,100,-1173.0505,1028181700.0,202,1081.9222,0.8666662,-59.769604,-1.0,1299383.5,20200,2085.6487646102905,-59.769604,,100.0,31.705849,0.07433321,-5.7656053e+18,2497246,True,30937112.0,4.002035e+33,5203669.5,1.0,-61.77683991596103
88.47,-60.666904,7.651088,,-40.551414,-82.01688,0.86070204,[0.183 4.476],41.46546,100.0,1.0,,1.0,0.4189424,2.0,1,100,-571.6675,1456658600000.0,203,514.36066,0.86070204,-59.070328,-1.0,104064060000.0,20300,2093.8076643943787,-59.070328,,100.0,21.349977,0.008843563,-1.8252773e+17,2506093,True,10406320000000.0,1.0142552e+31,1035415600000.0,1.0,-60.66689819186926
