TimestepsSoFar,ESSRenyiHarmonic,InitialReturnMin,OptimizationReturnMax,MaxIW,ReturnStepMaxmin,Bound,EmpiricalD2Arithmetic,TimeElapsed,EpRewMean,StdIW,Inner Iteration,OptimizationReturnMin,EpLenMean,Epsilon,EmpiricalD2Harmonic,OptimizationReturnMean,MeanIW,InitialBound,MeanEntropy,InitialReturnStd,VarianceInitializer,MeanD2-0,ReturnMeanIW,MinTargetPdf,InitialReturnMax,MinIW,StdWReturnMean,LearnableVariance,EpThisIter,MinBehavPdf,Iteration,Penalization,InitialReturnMean,ReturnStepMax,EpisodesSoFar,WReturnMean,DivergenceHarmonic,ESSRenyiArithmetic
6647578,4.2727268e-05,369.73096,4629.688,646.1152,10.0,-inf,1170212.9,1976.1905267238617,4487.294217326813,90.415016,2,,449.02,1.0,1170212.9,4117.563,13.327946,-inf,0.4189424,1276.2322,-1.0,1170212.9,332632030.0,-238.88048,4999.419,1.4684474e-06,,,50,-238.8454,54,True,4487.2944,10.0,26600,332632030.0,inf,4.2727268e-05
6670209,4.0317118e-05,309.70984,4689.795,6.0302196,10.0,-inf,1240168.0,1984.1628680229187,4523.299491416034,1.1096572,3,,452.62,1.0,1240168.0,4213.5894,0.41282764,-inf,0.4189424,1223.6271,-1.0,1240168.0,9496682.0,-243.65265,4999.505,3.601088e-05,,,50,-243.93895,54,True,4523.3,10.0,26650,9496682.0,inf,4.0317118e-05
6692613,0.0030947227,289.69922,4709.7944,345.51352,10.0,-1.5891482e+22,16156.537,1990.8894259929657,4477.499865056567,48.347427,4,,448.08,1.0,16156.536,4187.801,7.0977654,-1.5891482e+22,0.4189424,1141.5645,-1.0,16156.537,176781470.0,-236.7616,4999.4937,1.5223323e-05,,,50,-231.80162,54,True,4477.4995,10.0,26700,176781470.0,6.0633965e+31,0.0030947225
6716622,3.182163e-05,639.45447,4360.0347,7.918596,10.0,-inf,1571258.4,1998.3302946090698,4799.890933584455,1.212271,5,,480.18,1.0,1571258.4,4160.436,0.30785254,-inf,0.4189424,747.6805,-1.0,1571258.4,7512278.0,-243.53519,4999.4893,9.822684e-08,,,50,-237.43478,54,True,4799.891,10.0,26750,7512278.0,inf,3.182163e-05
6739045,0.0004579548,339.7928,4659.7603,6.4761972,10.0,-inf,109181.08,2005.0182864665985,4481.677731252177,1.147472,6,,448.46,1.0,109181.08,4141.885,0.45373744,-inf,0.4189424,1291.5873,-1.0,109181.08,10731037.0,-236.28429,4999.553,7.020789e-07,,,50,-234.58388,54,True,4481.6777,10.0,26800,10731037.0,inf,0.0004579548
6760938,0.0014437785,19.9628,4979.4863,6.147466,10.0,-7.343824e+23,34631.35,2011.9624893665314,4376.0794021176835,1.0951989,7,,437.86,1.0,34631.35,4356.1167,0.3984472,-7.343824e+23,0.4189424,1557.8676,-1.0,34631.35,8488983.0,-255.60666,4999.449,7.687568e-07,,,50,-253.0643,54,True,4376.0796,10.0,26850,8488983.0,1.2949324e+35,0.0014437785
6783882,0.00054202793,309.73404,4689.6973,5.574319,10.0,-3.0956438e+24,92246.17,2018.260950088501,4586.658050587402,0.93818337,8,,458.88,1.0,92246.17,4276.924,0.28952664,-3.0956438e+24,0.4189424,1257.792,-1.0,92246.17,6832845.0,-241.93213,4999.431,4.7706976e-07,,,50,-239.14046,54,True,4586.6577,10.0,26900,6832845.0,2.3009696e+36,0.00054202793
6806599,2.6682977e-07,349.67636,4649.819,2839.7664,10.0,-inf,187385390.0,2023.8648426532745,4540.307513174562,397.51508,9,,454.34,1.0,187385390.0,4190.6313,57.1705,-inf,0.4189424,1158.8279,-1.0,187385390.0,1194259300.0,-238.27646,4999.495,3.163552e-07,,,50,-237.34465,54,True,4540.3076,10.0,26950,1194259300.0,inf,2.6682977e-07
6828012,0.0132340705,9.980566,4989.6196,21.739527,10.0,-4.192419e+20,3778.127,2028.8418381214142,4279.686687367906,3.1332202,10,,428.26,1.0,3778.127,4269.706,0.80214536,-4.192419e+20,0.4189424,1573.8876,-1.0,3778.127,18127916.0,-249.99007,4999.6,2.6245095e-06,,,50,-251.52963,54,True,4279.687,10.0,27000,18127916.0,4.2196795e+28,0.0132340705
6851283,50.0,309.7221,4689.6787,1070.0208,10.0,-1869395400000.0,1.0,2034.0334794521332,4651.640505576114,180.35825,1,,465.42,1.0,1.0,4341.9185,72.04226,-24754908.0,0.4189424,1037.4733,-1.0,1.0,1729035000.0,-247.98923,4999.401,0.005000803,,,50,-247.98923,55,True,4651.64,10.0,27050,22714110.0,837564000000.0,50.0
6873391,0.024031708,49.93774,4949.6157,269.0944,10.0,-5.422678e+19,2080.5845,2039.6631650924683,4417.891647942265,38.503185,2,,442.16,1.0,2080.5845,4367.9546,7.7417445,-5.422678e+19,0.4189424,1218.467,-1.0,2080.5845,193140850.0,-259.49908,4999.553,1.7630999e-08,,,50,-255.96457,55,True,4417.892,10.0,27100,193140850.0,7.059828e+26,0.024031708
6895666,0.008266046,,4999.522,28.85914,10.0,-5.005892e+21,6048.8413,2044.5881700515747,4451.498913910312,4.6036043,3,,445.5,1.0,6048.8413,4451.4985,1.2174641,-5.005892e+21,0.4189424,1282.4315,-1.0,6048.8413,29770928.0,-242.41096,4999.522,5.5670046e-09,,,50,-239.78229,55,True,4451.4985,10.0,27150,29770928.0,6.0164484e+30,0.008266046
6919751,0.0025285154,2919.081,2080.4785,11.011342,10.0,-7.816057e+22,19774.45,2050.001979827881,4814.396631521947,1.7992615,4,,481.7,1.0,19774.45,1895.3157,0.5749972,-7.816057e+22,0.4189424,489.0084,-1.0,19774.45,13631261.0,-252.03131,4999.5596,4.0313445e-08,,,50,-246.81624,55,True,4814.3965,10.0,27200,13631261.0,1.4666946e+33,0.0025285154
6941531,0.0077272737,1149.2976,3850.3308,44.05465,10.0,-1.7425938e+21,6470.5874,2055.2533674240112,4352.257493371559,9.261626,5,,435.6,1.0,6470.5874,3202.9597,3.3363647,-1.7425938e+21,0.4189424,1160.9263,-1.0,6470.5874,69968770.0,-235.66156,4999.6284,2.2450065e-07,,,50,-233.9869,55,True,4352.2573,10.0,27250,69968770.0,7.2900864e+29,0.0077272737
6962733,0.0019125565,399.64246,4599.767,808.8781,10.0,-4.272362e+23,26143.02,2059.9075520038605,4236.063464466112,133.95314,6,,424.04,1.0,26143.02,3836.421,28.909145,-4.272362e+23,0.4189424,1318.8068,-1.0,26143.02,721562050.0,-228.99007,4999.4097,7.9422804e-08,,,50,-228.09976,55,True,4236.064,10.0,27300,721562050.0,4.3828084e+34,0.0019125565
6987443,0.0010080686,3898.3762,1101.2063,48.66296,10.0,-7.305159e+23,49599.8,2065.4530951976776,4939.738302578338,6.9717054,7,,494.2,1.0,49599.8,1041.362,1.3891542,-7.305159e+23,0.4189424,204.89104,-1.0,49599.8,34710132.0,-243.77692,4999.5825,1.5642672e-09,,,50,-242.71371,55,True,4939.7383,10.0,27350,34710132.0,1.2811962e+35,0.0010080686
7009934,0.048641495,29.943436,4969.573,16.119001,10.0,-2.4773595e+17,1027.929,2070.3885045051575,4494.82341272508,2.6272018,8,,449.82,1.0,1027.929,4464.88,0.8416651,-2.4773595e+17,0.4189424,1150.2484,-1.0,1027.929,16264874.0,-261.9226,4999.5166,2.6200542e-09,,,50,-260.03323,55,True,4494.823,10.0,27400,16264874.0,1.4735242e+22,0.048641495
7032686,0.050680637,,4999.522,1011.9629,10.0,-8.201216e+17,986.57007,2075.8176951408386,4546.913909118245,142.05531,9,,455.04,1.0,986.57007,4546.914,23.851267,-8.201216e+17,0.4189424,1140.4216,-1.0,986.57007,587605950.0,-258.6518,4999.522,1.0960671e-07,,,50,-254.1206,55,True,4546.914,10.0,27450,587605950.0,1.614856e+23,0.050680637
7055908,0.04190211,359.7207,4639.759,31.645306,10.0,-5.883463e+17,1193.2573,2081.1297891139984,4641.627913686444,6.141985,10,,464.44,1.0,1193.2573,4281.9067,2.0138109,-5.883463e+17,0.4189424,1051.2566,-1.0,1193.2573,43390496.0,-249.37778,4999.4795,5.4179832e-08,,,50,-245.68022,55,True,4641.628,10.0,27500,43390496.0,8.3110905e+22,0.04190211
7078695,50.0,409.74384,4589.8066,14357705.0,10.0,-3.9159988e+20,1.0,2086.20379447937,4554.041115288286,2090380.5,1,,455.74,1.0,1.0,4144.2974,400933.84,-23793576.0,0.4189424,1006.6617,-1.0,1.0,6622806500000.0,-244.31754,4999.5503,0.16463636,,,50,-244.31754,56,True,4554.041,10.0,27550,21752658.0,3.681736e+28,50.0
7101071,0.37533247,,4999.3394,9.444693,10.0,-1783313500000000.0,133.21523,2091.243731737137,4471.898403773395,1.3409774,2,,447.52,1.0,133.21523,4471.8984,0.38543665,-1788221200000000.0,0.4189424,1328.7565,-1.0,133.21523,9133199.0,-251.27238,4999.3394,0.00016238753,,,50,-250.8168,56,True,4471.8984,10.0,27600,10426356.0,7.6365316e+17,0.37533247
7120910,0.0031643775,,4999.4243,35.097713,10.0,-1.4052706e+23,15800.895,2095.9340484142303,3962.43272391465,4.8943467,3,,396.78,1.0,15800.8955,3962.4326,0.9342283,-1.4052706e+23,0.4189424,1584.7637,-1.0,15800.895,21900090.0,-229.98453,4999.4243,0.00033872368,,,50,-230.09196,56,True,3962.4326,10.0,27650,21900090.0,4.7416687e+33,0.0031643778
7139850,0.05123463,329.68985,4669.764,4.900141,10.0,-5.093013e+18,975.9025,2100.411687850952,3783.366929949301,0.8788903,4,,378.8,1.0,975.90247,3453.6772,0.409253,-5.093013e+18,0.4189424,1736.742,-1.0,975.9025,9718961.0,-227.52878,4999.454,0.00034500405,,,50,-227.46167,56,True,3783.367,10.0,27700,9718961.0,6.2280266e+24,0.051234625
7159955,0.85938907,19.961174,4979.4634,343.29584,10.0,-235492150000000.0,58.180862,2104.941091775894,4015.4980818426397,48.028088,5,,402.1,1.0,58.180866,3995.537,7.1233616,-245054060000000.0,0.4189424,1451.359,-1.0,58.180862,177020510.0,-256.7315,4999.4243,8.283319e-05,,,50,-256.06104,56,True,4015.4985,10.0,27750,137606670.0,1.3315685e+16,0.8593891
7180192,0.86740005,359.75818,4639.5605,5.0134363,10.0,-99114880000000.0,57.64353,2109.374521255493,4042.3765364419933,0.7271453,6,,404.74,1.0,57.643528,3682.6184,0.23731738,-103581490000000.0,0.4189424,1528.3485,-1.0,57.64353,5642348.5,-256.8772,4999.319,0.0004922238,,,50,-255.44691,56,True,4042.3765,10.0,27800,5695313.5,2358987200000000.0,0.8674
7200051,0.3740559,,4999.458,26.477787,10.0,-2.3459706e+16,133.66986,2114.057379245758,3966.8492438280723,3.7543385,7,,397.18,1.0,133.66986,3966.8494,0.78131753,-2.3459706e+16,0.4189424,1665.3267,-1.0,133.66986,18815346.0,-227.63695,4999.458,0.0003886213,,,50,-227.3771,56,True,3966.8494,10.0,27850,18815346.0,1.3214317e+20,0.3740559
7220343,2.1548085,719.4309,4279.908,2.5391357,10.0,-1929579900000.0,23.203918,2118.975750684738,4053.451509756547,0.4830512,8,,405.84,1.0,23.203918,3334.0205,0.2759241,-1522404700000.0,0.4189424,1420.3154,-1.0,23.203918,6612298.5,-244.50299,4999.339,0.00036728854,,,50,-243.52487,56,True,4053.4517,10.0,27900,4954001.0,894053600000.0,2.1548085
7241359,0.23526509,9.982922,4989.51,6.4405236,10.0,-1.6771063e+16,212.52621,2124.1752483844757,4199.082756532328,0.99190366,9,,420.32,1.0,212.52621,4189.1,0.35904488,-1.6771063e+16,0.4189424,1450.338,-1.0,212.52621,8406799.0,-230.7614,4999.4927,0.00013380073,,,50,-230.43025,56,True,4199.083,10.0,27950,8406799.0,6.7531855e+19,0.23526509
7261415,0.41889742,,4999.289,19.178625,10.0,-1854305400000000.0,119.360954,2128.9300305843353,4006.60188862111,2.8395028,10,,401.12,1.0,119.36096,4006.6018,0.83630353,-1697941000000000.0,0.4189424,1599.6066,-1.0,119.360954,19569820.0,-233.49052,4999.289,0.00021651166,,,50,-232.63605,56,True,4006.6018,10.0,28000,14309670.0,8.256971e+17,0.41889745
7282940,50.0,9.98251,4989.495,66.942024,10.0,-748753100000000.0,1.0,2134.3479566574097,4301.075609236568,11.651174,1,,430.5,1.0,1.0,4291.0933,8.319989,-22558758.0,0.4189424,1420.792,-1.0,1.0,166796270.0,-234.92104,4999.4775,0.05751656,,,50,-234.92104,57,True,4301.076,10.0,28050,20517900.0,1.3460771e+17,50.0
7303080,4.4961594e-09,369.6803,4629.8013,308.43353,10.0,-inf,11120602000.0,2139.253497838974,4022.9771914815765,47.336296,2,,402.8,1.0,11120602000.0,3653.2969,11.637987,-inf,0.4189424,1365.0446,-1.0,11120602000.0,223705010.0,-233.81268,4999.4814,1.08412e-15,,,50,-234.3676,57,True,4022.9773,10.0,28100,223705010.0,inf,4.4961594e-09
7324634,1.1308257e-11,,4999.5703,189.62646,10.0,-inf,4421547700000.0,2144.2385306358337,4306.77700129025,29.805775,3,,431.08,1.0,4421547700000.0,4306.7764,8.6355715,-inf,0.4189424,1309.6411,-1.0,4421547700000.0,134350660.0,-252.61751,4999.5703,3.4843317e-14,,,50,-248.77518,57,True,4306.7764,10.0,28150,134350660.0,inf,1.1308257e-11
7346496,1.7133692e-07,1169.069,3830.5098,42.018642,10.0,-inf,291822700.0,2148.861916780472,4367.998631861145,6.612398,4,,437.24,1.0,291822700.0,3198.9297,1.7060982,-inf,0.4189424,1052.3207,-1.0,291822700.0,24103390.0,-243.91032,4999.5786,3.4336865e-16,,,50,-239.01544,57,True,4367.9985,10.0,28200,24103390.0,inf,1.7133692e-07
7368804,3.5185513e-13,,4999.588,348.07468,10.0,-inf,142103940000000.0,2154.046894788742,4457.573686519889,49.626423,5,,446.16,1.0,142103940000000.0,4457.5737,9.123087,-inf,0.4189424,1064.9196,-1.0,142103940000000.0,196012500.0,-252.03389,4999.588,4.6960304e-17,,,50,-252.1216,57,True,4457.5737,10.0,28250,196012500.0,inf,3.5185513e-13
7391588,2.048313e-11,399.735,4599.8037,877.1182,10.0,-inf,2441033000000.0,2159.1435515880585,4553.868375636515,122.70979,6,,455.68,1.0,2441033000000.0,4154.1333,18.223686,-inf,0.4189424,1088.8033,-1.0,2441033000000.0,451171970.0,-237.2595,4999.5386,3.230741e-13,,,50,-226.19487,57,True,4553.8687,10.0,28300,451171970.0,inf,2.048313e-11
7413461,4.0567993e-11,359.6773,4639.829,23.298918,10.0,-inf,1232498700000.0,2163.9384145736694,4371.158837758586,4.5105515,7,,437.46,1.0,1232498700000.0,4011.4814,1.7696865,-inf,0.4189424,1219.4352,-1.0,1232498700000.0,41337064.0,-267.21457,4999.5063,2.449381e-16,,,50,-268.65817,57,True,4371.1587,10.0,28350,41337064.0,inf,4.0567993e-11
7435837,7.4005485e-10,1089.6963,3909.713,248.60596,10.0,-inf,67562553000.0,2169.000286579132,4471.028691047042,34.754543,8,,447.52,1.0,67562557000.0,3381.3323,5.8238487,-inf,0.4189424,1008.1467,-1.0,67562553000.0,63920216.0,-248.74413,4999.409,5.061822e-16,,,50,-242.71642,57,True,4471.029,10.0,28400,63920216.0,inf,7.400549e-10
7457536,1.4204618e-12,319.74127,4679.6807,726.02576,10.0,-inf,35199820000000.0,2173.924414396286,4335.295014872636,118.10868,9,,433.98,1.0,35199820000000.0,4015.5537,26.979073,-inf,0.4189424,1182.5848,-1.0,35199820000000.0,623006850.0,-249.1218,4999.422,1.7729395e-16,,,50,-247.08412,57,True,4335.295,10.0,28450,623006850.0,inf,1.4204618e-12
7480224,1.0740726e-12,,4999.5234,636.38934,10.0,-inf,46551787000000.0,2178.848029613495,4534.099419770472,104.17129,10,,453.76,1.0,46551787000000.0,4534.099,21.49499,-inf,0.4189424,980.6567,-1.0,46551787000000.0,319130240.0,-237.22816,4999.5234,3.8087562e-16,,,50,-229.57469,57,True,4534.099,10.0,28500,319130240.0,inf,1.0740726e-12
7501773,50.0,339.72055,4659.825,51649.402,10.0,-3744629200000000.0,1.0,2183.899652481079,4304.812308495747,9307.284,1,,430.98,1.0,1.0,3965.0918,3072.6821,-21829706.0,0.4189424,1121.332,-1.0,1.0,40584330000.0,-242.17986,4999.546,0.035236508,,,50,-242.17986,58,True,4304.812,10.0,28550,19788794.0,3.3664888e+18,50.0
7524548,0.052582763,,4999.3716,116.836174,10.0,-3.9572278e+18,950.8819,2189.18581700325,4552.248443051985,16.336376,2,,455.5,1.0,950.88196,4552.2485,2.5074592,-3.9572278e+18,0.4189424,1178.0443,-1.0,950.8819,61700470.0,-268.8666,4999.3716,1.23957525e-05,,,50,-263.21753,58,True,4552.2485,10.0,28600,61700470.0,3.760207e+24,0.052582767
7546166,0.04857199,39.93022,4959.526,60.331448,10.0,-1.3006524e+18,1029.3999,2194.0658869743347,4320.467927616712,8.509547,3,,432.36,1.0,1029.3999,4280.5376,1.719685,-1.3006524e+18,0.4189424,1525.7074,-1.0,1029.3999,41228096.0,-238.58641,4999.456,4.22212e-09,,,50,-237.114,58,True,4320.468,10.0,28650,41228096.0,4.0618394e+23,0.04857199
7567083,0.0031387527,9.9808855,4989.4946,60.24865,10.0,-4.8855873e+22,15929.895,2198.8995640277863,4179.705395144377,8.427509,4,,418.34,1.0,15929.895,4169.724,1.5237498,-4.8855873e+22,0.4189424,1537.0153,-1.0,15929.895,36439664.0,-250.01326,4999.4756,3.267972e-08,,,50,-247.68852,58,True,4179.705,10.0,28700,36439664.0,5.730955e+32,0.0031387527
7589243,0.007894382,339.78162,4659.7896,275.89645,10.0,-4.8798934e+21,6333.618,2203.7371604442596,4428.930150893069,39.41622,5,,443.2,1.0,6333.618,4089.1484,7.175409,-4.8798934e+21,0.4189424,1350.9379,-1.0,6333.618,162395360.0,-243.84825,4999.5713,9.4958075e-08,,,50,-242.33585,58,True,4428.93,10.0,28750,162395360.0,5.7171655e+30,0.007894382
7609814,0.096046105,349.74927,4649.5977,1498.7826,10.0,-6.372363e+17,520.5833,2208.4903531074524,4110.398281628552,209.78812,6,,411.42,1.0,520.5833,3760.6492,30.279305,-6.372363e+17,0.4189424,1653.941,-1.0,520.5833,753449500.0,-246.4422,4999.3467,2.8410059e-09,,,50,-244.70863,58,True,4110.3984,10.0,28800,753449500.0,9.75078e+22,0.096046105
7632213,0.01942732,9.980126,4989.5796,6.1613646,10.0,-1.4854535e+19,2573.695,2213.7653632164,4476.6618431664965,1.2987125,7,,447.98,1.0,2573.695,4466.6816,0.5593084,-1.4854535e+19,0.4189424,1234.5968,-1.0,2573.695,12045676.0,-247.71198,4999.5596,3.301139e-07,,,50,-245.56047,58,True,4476.662,10.0,28850,12045676.0,5.2976393e+25,0.01942732
7654694,0.11804198,399.7921,4599.7354,58.86916,10.0,-6.4488182e+16,423.57812,2218.9321410655975,4493.205531769042,8.521987,8,,449.62,1.0,423.57812,4093.4138,1.8695233,-6.4488182e+16,0.4189424,1217.3593,-1.0,423.57812,46607184.0,-250.39537,4999.5273,1.4711435e-07,,,50,-246.22107,58,True,4493.2056,10.0,28900,46607184.0,9.984716e+20,0.11804198
7675718,0.06459292,9.981091,4989.561,18.723494,10.0,-1.113327e+18,774.0787,2223.9091923236847,4201.731476608696,2.8618808,9,,420.48,1.0,774.0787,4191.7505,0.8645977,-1.113327e+18,0.4189424,1649.3699,-1.0,774.0787,20312732.0,-251.15164,4999.542,1.7428667e-06,,,50,-248.95145,58,True,4201.7314,10.0,28950,20312732.0,2.9758828e+23,0.06459292
7698369,0.0135905575,9.981405,4989.535,27.967825,10.0,-1.3574984e+21,3679.025,2229.058764219284,4527.498645051554,5.6093373,10,,453.02,1.0,3679.025,4517.517,1.9907749,-1.3574984e+21,0.4189424,1209.369,-1.0,3679.025,48642756.0,-242.69699,4999.5166,8.412535e-07,,,50,-243.61542,58,True,4527.4985,10.0,29000,48642756.0,4.424435e+29,0.0135905575
7720292,50.0,359.68442,4639.8164,1023.86035,10.0,-715088460000.0,1.0,2234.0763256549835,4381.591588425107,142.61324,1,,438.46,1.0,1.0,4021.907,31.21655,-23292314.0,0.4189424,1432.8619,-1.0,1.0,729408060.0,-235.25339,4999.501,0.023385344,,,50,-235.25339,59,True,4381.592,10.0,29050,21251438.0,122523040000.0,50.0
7740226,2.2924893e-05,9.980941,4989.596,23.162094,10.0,-inf,2181035.2,2238.5756726264954,3981.61427025161,3.4170902,2,,398.68,1.0,2181035.2,3971.6335,0.8658967,-inf,0.4189424,1393.4855,-1.0,2181035.2,17714292.0,-255.29213,4999.577,3.4825848e-10,,,50,-249.42755,59,True,3981.6143,10.0,29100,17714292.0,inf,2.2924893e-05
7762811,5.151684e-06,419.63452,4579.9307,1036.5618,10.0,-inf,9705564.0,2243.8942461013794,4512.664244281962,149.31131,3,,451.7,1.0,9705564.0,4093.0298,30.10705,-inf,0.4189424,946.5569,-1.0,9705564.0,748447700.0,-238.93848,4999.565,3.1192824e-09,,,50,-230.62773,59,True,4512.6646,10.0,29150,748447700.0,inf,5.151684e-06
7784372,0.0011930559,79.916306,4919.73,297.76947,10.0,-3.2981838e+23,41909.184,2248.8630073070526,4308.492739613206,47.662632,4,,431.22,1.0,41909.184,4228.576,10.732518,-3.2981838e+23,0.4189424,1305.6952,-1.0,41909.184,261264130.0,-263.59775,4999.6465,1.3778468e-08,,,50,-259.49652,59,True,4308.4927,10.0,29200,261264130.0,2.6114625e+34,0.0011930559
7805003,0.0001757563,,4999.51,408.86996,10.0,-inf,284484.8,2253.252904891968,4121.984718513842,57.193638,5,,412.62,1.0,284484.8,4121.985,8.871254,-inf,0.4189424,1420.5618,-1.0,284484.8,219864420.0,-241.22363,4999.51,2.2764122e-09,,,50,-239.62958,59,True,4121.985,10.0,29250,219864420.0,inf,0.0001757563
7826375,2.7571194e-05,,4999.5537,261.66827,10.0,-inf,1813487.0,2257.842491388321,4268.44065935131,44.886936,6,,427.44,1.0,1813487.0,4268.4404,10.102452,-inf,0.4189424,1100.7871,-1.0,1813487.0,146094220.0,-237.45738,4999.5537,2.7463141e-11,,,50,-237.50195,59,True,4268.4404,10.0,29300,146094220.0,inf,2.7571194e-05
7848089,2.2046092e-05,19.961128,4979.547,37.37729,10.0,-inf,2267975.8,2262.7655584812164,4338.5899385650855,7.807434,7,,434.28,1.0,2267975.8,4318.6294,3.0531824,-inf,0.4189424,1144.7725,-1.0,2267975.8,63906336.0,-243.51596,4999.508,4.8017428e-12,,,50,-243.54762,59,True,4338.59,10.0,29350,63906336.0,inf,2.2046092e-05
7869134,1.2208698e-05,,4999.5273,16.03853,10.0,-inf,4095441.2,2267.3975644111633,4204.570026884201,2.9150076,8,,420.9,1.0,4095441.0,4204.57,0.9089574,-inf,0.4189424,1261.3811,-1.0,4095441.2,16063223.0,-238.33887,4999.5273,3.3163178e-10,,,50,-233.07712,59,True,4204.57,10.0,29400,16063223.0,inf,1.2208697e-05
7891571,2.0077392e-05,379.76575,4619.742,5.091143,10.0,-inf,2490363.2,2272.852602005005,4483.160328535845,1.01746,9,,448.74,1.0,2490363.2,4103.3945,0.35047996,-inf,0.4189424,1033.4246,-1.0,2490363.2,6713445.5,-241.74313,4999.508,4.5804416e-11,,,50,-242.55688,59,True,4483.16,10.0,29450,6713445.5,inf,2.0077392e-05
7912283,0.00021389959,409.73917,4589.8193,155.00021,10.0,-inf,233754.52,2277.4858803749084,4137.377174802709,21.98389,10,,414.24,1.0,233754.53,3727.6377,4.402406,-inf,0.4189424,1288.6725,-1.0,233754.52,30351184.0,-244.91522,4999.5586,1.1241236e-09,,,50,-245.31136,59,True,4137.377,10.0,29500,30351184.0,inf,0.0002138996
7933562,50.0,9.981148,4989.6216,92254104.0,10.0,-5.0979388e+22,1.0,2282.564380168915,4251.009848571066,12913129.0,1,,425.58,1.0,1.0,4241.029,1863638.4,-21895214.0,0.4189424,1335.3542,-1.0,1.0,41333530000000.0,-239.53767,4999.6025,0.031769477,,,50,-239.53767,60,True,4251.01,10.0,29550,19854254.0,6.2393385e+32,50.0
7956143,9.888619e-13,449.70364,4549.8525,108.8767,10.0,-inf,50563178000000.0,2288.0881395339966,4513.00926175085,15.237747,2,,451.62,1.0,50563178000000.0,4063.306,2.264989,-inf,0.4189424,1128.9673,-1.0,50563178000000.0,56604660.0,-255.84558,4999.556,6.8071016e-27,,,50,-247.32893,60,True,4513.0093,10.0,29600,56604660.0,inf,9.888619e-13
7977042,7.8365233e-13,19.970348,4979.6147,9369.956,10.0,-inf,63803803000000.0,2293.1244943141937,4175.576907640047,1311.5265,3,,417.98,1.0,63803803000000.0,4155.6064,190.51158,-inf,0.4189424,1427.8175,-1.0,63803803000000.0,4024981800.0,-240.94537,4999.585,1.6711694e-29,,,50,-231.41635,60,True,4175.5767,10.0,29650,4024981800.0,inf,7.8365233e-13
7999081,5.967219e-12,9.980797,4989.6504,17641.602,10.0,-inf,8379112000000.0,2298.02339053154,4404.742234076953,2469.6873,4,,440.78,1.0,8379112600000.0,4394.7617,353.82858,-inf,0.4189424,1311.8112,-1.0,8379112000000.0,5663707000.0,-250.18437,4999.6313,9.949421e-18,,,50,-240.93953,60,True,4404.7417,10.0,29700,5663707000.0,inf,5.9672193e-12
8021707,2.661924e-12,429.74545,4569.762,7.259419,10.0,-inf,18783406000000.0,2302.695301055908,4522.644803333261,1.0467144,5,,452.52,1.0,18783406000000.0,4092.8992,0.22028308,-inf,0.4189424,1151.0034,-1.0,18783406000000.0,4701841.0,-244.94437,4999.508,3.50873e-20,,,50,-240.62057,60,True,4522.6445,10.0,29750,4701841.0,inf,2.661924e-12
8043941,2.2588426e-12,429.65076,4569.89,1768.6403,10.0,-inf,22135230000000.0,2308.075774669647,4443.83732524138,247.98662,6,,444.68,1.0,22135230000000.0,4014.1865,38.31731,-inf,0.4189424,1345.2596,-1.0,22135230000000.0,957583100.0,-251.08406,4999.541,8.332775e-24,,,50,-243.01534,60,True,4443.8374,10.0,29800,957583100.0,inf,2.2588426e-12
8066626,3.1661173e-12,,4999.6216,7.172217,10.0,-inf,15792213000000.0,2312.9863572120667,4534.398038869498,1.0110437,7,,453.7,1.0,15792213000000.0,4534.398,0.1815212,-inf,0.4189424,1233.3159,-1.0,15792213000000.0,4009273.2,-258.53317,4999.6216,2.0121156e-18,,,50,-238.77841,60,True,4534.398,10.0,29850,4009273.2,inf,3.1661173e-12
8088588,2.5887229e-12,399.68854,4599.8604,5.742662,10.0,-inf,19314543000000.0,2317.5271751880646,4389.498520389632,0.85163146,8,,439.24,1.0,19314543000000.0,3989.81,0.1960593,-inf,0.4189424,1289.3555,-1.0,19314543000000.0,1309681.2,-246.79027,4999.549,5.8561843e-22,,,50,-235.12617,60,True,4389.4985,10.0,29900,1309681.2,inf,2.5887229e-12
8108740,2.2779e-08,19.960533,4979.526,17.24889,10.0,-inf,2195004200.0,2322.367954015732,4026.19777045148,2.9276676,9,,403.04,1.0,2195004200.0,4006.2375,0.61991143,-inf,0.4189424,1596.357,-1.0,2195004200.0,14773645.0,-251.39467,4999.4863,9.572843e-15,,,50,-240.21445,60,True,4026.1978,10.0,29950,14773645.0,inf,2.2779e-08
8130000,1.1318688e-11,399.7088,4599.9497,340.63467,10.0,-inf,4417473000000.0,2331.298951148987,4247.7711853906685,47.68291,10,,425.2,1.0,4417473000000.0,3848.0623,6.8565373,-inf,0.4189424,1300.6981,-1.0,4417473000000.0,65135750.0,-241.03519,4999.6587,2.0486997e-22,,,50,-234.12697,60,True,4247.771,10.0,30000,65135750.0,inf,1.1318688e-11
8151270,50.0,399.67685,4599.7256,14631283.0,10.0,-2.2518246e+20,1.0,2340.157101869583,4250.79732291304,2047595.2,1,,425.4,1.0,1.0,3851.1206,298634.56,-22289650.0,0.4189424,1476.3396,-1.0,1.0,2259734000000.0,-265.65714,4999.4023,0.067100175,,,50,-265.65714,61,True,4250.7974,10.0,30050,20248856.0,1.2175533e+28,50.0
